Family,Genus,Species,Latin_Name,Common_Name,Fig_stat,Status,Details,Sources
Pteropodidae,Dobsonia,emersa,Dobsonia emersa,Biak Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,exoleta,Dobsonia exoleta,Sulawesi Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,inermis,Dobsonia inermis,Solomons Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,minor,Dobsonia minor,Lesser Naked-backed Fruit Bat,,Nonmigratory,NM-W&M2022,Webber & McGuire 2022
Pteropodidae,Dobsonia,moluccensis,Dobsonia moluccensis,Moluccan Naked-backed Fruit Bat,,Unknown,species in M&K2001 but no mention of mig/nonmig,Menkhorst & Knight 2001
Pteropodidae,Dobsonia,pannietensis,Dobsonia pannietensis,Panniet Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,peronii,Dobsonia peronii,Western Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,praedatrix,Dobsonia praedatrix,New Britain Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dobsonia,viridis,Dobsonia viridis,Greenish Naked-backed Fruit Bat,,Unknown,,
Pteropodidae,Dyacopterus,brooksi,Dyacopterus brooksi,Brooks&apos;s Dyak Fruit Bat,,Unknown,,
Pteropodidae,Dyacopterus,rickarti,Dyacopterus rickarti,Phillippine Large-Headed Fruit Bat,,Unknown,,
Pteropodidae,Dyacopterus,spadiceus,Dyacopterus spadiceus,Dyak Fruit Bat,,Unknown,,
Pteropodidae,Eidolon,dupreanum,Eidolon dupreanum,Malagasy Straw-colored Fruit Bat,,Unknown,,
Pteropodidae,Eonycteris,major,Eonycteris major,Greater Dawn Bat,,Unknown,,
Pteropodidae,Eonycteris,robusta,Eonycteris robusta,Phillipine Dawn Bat,,Unknown,,
Pteropodidae,Epomophorus,angolensis,Epomophorus angolensis,Angolan Epauletted Fruit Bat,,Unknown,,
Pteropodidae,Epomophorus,anselli,Epomophorus anselli,Ansell&apos;s Dawn Bat,,Unknown,,
Pteropodidae,Epomophorus,dobsonii,Epomophorus dobsonii,Dobson&apos;s Epauletted Fruit Bat,,Unknown,,
Pteropodidae,Epomophorus,grandis,Epomophorus grandis,Sanborn&apos;s Epauletted Fruit Bat,,Unknown,,
Pteropodidae,Epomophorus,intermedius,Epomophorus intermedius,Hayman's Lesser Epauletted Fruit Bat,,Unknown,,
Pteropodidae,Haplonycteris,fischeri,Haplonycteris fischeri,Philippine Pygmy Fruit Bat,,Nonmigratory,NM - Burland & Wilmer 2001,Burland & Wilmer 2001
Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,Sulawesi Harpy Fruit Bat,,Unknown,,
Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,Harpy Fruit Bat,,Unknown,,
Pteropodidae,Latidens,salimalii,Latidens salimalii,Salim Ali&apos;s Fruit Bat,,Unknown,,
Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,Greater Long-nosed Fruit Bat,,Unknown,,
Pteropodidae,Megaerops,albicollis,Megaerops albicollis,White-collared Fruit Bat,,Unknown,,
Pteropodidae,Megaerops,ecaudatus,Megaerops ecaudatus,Temminck&apos;s Tailless Fruit Bat,,Unknown,,
Pteropodidae,Megaerops,kusnotoi,Megaerops kusnotoi,Javan Tailless Fruit Bat,,Unknown,,
Pteropodidae,Megaerops,niphanae,Megaerops niphanae,Ratanaworabhan's Fruit Bat,,Unknown,,
Pteropodidae,Megaloglossus,azagnyi,Megaloglossus azagnyi,Western Woermann's Fruit Bat,,Unknown,,
Pteropodidae,Melonycteris,melanops,Melonycteris melanops,Black-bellied Fruit Bat,,Unknown,,
Pteropodidae,Mirimiri,acrodonta,Mirimiri acrodonta,Fijian Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Myonycteris,brachycephala,Myonycteris brachycephala,S&atilde;o Tom&eacute; Collared Fruit Bat,,Unknown,,
Pteropodidae,Myonycteris,leptodon,Myonycteris leptodon,Small-eared Collared Fruit Bat,,Unknown,,
Pteropodidae,Myonycteris,relicta,Myonycteris relicta,Bergmans's Collared Fruit Bat,,Unknown,,
Pteropodidae,Neopteryx,frosti,Neopteryx frosti,Small-toothed Fruit Bat,,Unknown,,
Pteropodidae,Nesonycteris,fardoulisi,Nesonycteris fardoulisi,Fardoulis' Blossom Bat,,Unknown,,
Pteropodidae,Nesonycteris,maccoyi,Nesonycteris maccoyi,McCoy's Blossom Bat,,Unknown,,
Pteropodidae,Nesonycteris,mengermani,Nesonycteris mengermani,Mengden and German's Blossom Bat,,Unknown,,
Pteropodidae,Nesonycteris,woodfordi,Nesonycteris woodfordi,Woodford's Fruit Bat,,Unknown,,
Pteropodidae,Notopteris,macdonaldii,Notopteris macdonaldii,Fijian Long-tailed Fruit Bat,,Unknown,,
Pteropodidae,Notopteris,neocaledonicus,Notopteris neocaledonicus,New Caledonia Long-tailed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,aello,Nyctimene aello,Broad-striped Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,albiventer,Nyctimene albiventer,Common Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,cephalotes,Nyctimene cephalotes,Pallas' Tube-nosed Fruit Bat,,Unknown,species in M&K2001 but no mention of mig/nonmig,Menkhorst & Knight 2001
Pteropodidae,Nyctimene,certans,Nyctimene certans,Mountain Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,cyclotis,Nyctimene cyclotis,Round-eared Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,draconilla,Nyctimene draconilla,Dragon Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,keasti,Nyctimene keasti,Keast's Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,major,Nyctimene major,Island Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,malaitensis,Nyctimene malaitensis,Malaita Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,masalai,Nyctimene masalai,Demonic Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,rabori,Nyctimene rabori,Philippine Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,sanctacrucis,Nyctimene sanctacrucis,Nendo Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,varia,Nyctimene varia,Lesser Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,vizcaccia,Nyctimene vizcaccia,Umboi Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Nyctimene,wrightae,Nyctimene wrightae,Wright's Happy Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Paranyctimene,raptor,Paranyctimene raptor,Unstriped Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Paranyctimene,tenax,Paranyctimene tenax,Steadfast Tube-nosed Fruit Bat,,Unknown,,
Pteropodidae,Pilonycteris,celebensis,Pilonycteris celebensis,Sulawesi Rousette,,Unknown,,
Pteropodidae,Plerotes,anchietae,Plerotes anchietae,Anchieta's Broad-faced Fruit Bat,,Unknown,,
Pteropodidae,Ptenochirus,minor,Ptenochirus minor,Lesser Musky Fruit Bat,,Unknown,,
Pteropodidae,Ptenochirus,wetmorei,Ptenochirus wetmorei,Mindanao Fruit Bat,,Unknown,,
Pteropodidae,Pteralopex,anceps,Pteralopex anceps,Bougainville Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Pteralopex,atrata,Pteralopex atrata,Guadalcanal Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Pteralopex,flanneryi,Pteralopex flanneryi,Flannery&apos;s Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Pteralopex,pulchra,Pteralopex pulchra,Montane Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Pteralopex,taki,Pteralopex taki,New Georgian Monkey-faced Fruit Bat,,Unknown,,
Pteropodidae,Pteropus,admiralitatum,Pteropus admiralitatum,Admiralty Flying Fox,,Unknown,,
Pteropodidae,Pteropus,aldabrensis,Pteropus aldabrensis,Aldabra Flying Fox,,Unknown,,
Pteropodidae,Pteropus,allenorum,Pteropus allenorum,Allen&apos;s Flying Fox,,Unknown,,
Pteropodidae,Pteropus,anetianus,Pteropus anetianus,Vanuatu Flying Fox,,Unknown,,
Pteropodidae,Pteropus,aruensis,Pteropus aruensis,Aru Flying Fox,,Unknown,,
Pteropodidae,Pteropus,brunneus,Pteropus brunneus,Dusky Flying Fox,,Unknown,species in M&K2001 but no mention of mig/nonmig,Menkhorst & Knight 2001
Pteropodidae,Pteropus,caniceps,Pteropus caniceps,North Moluccan Flying Fox,,Unknown,,
Pteropodidae,Pteropus,capistratus,Pteropus capistratus,Bismark Masked Flying Fox,,Unknown,,
Pteropodidae,Pteropus,chrysoproctus,Pteropus chrysoproctus,Moluccan Flying Fox,,Unknown,,
Pteropodidae,Pteropus,cognatus,Pteropus cognatus,Makira Flying Fox,,Unknown,,
Pteropodidae,Pteropus,coxi,Pteropus coxi,Cox&apos;s Flying Fox,,Unknown,,
Pteropodidae,Pteropus,dasymallus,Pteropus dasymallus,Ryukyu Flying Fox,,Unknown,,
Pteropodidae,Pteropus,ennisae,Pteropus ennisae,Latangai Flying Fox,,Unknown,,
Pteropodidae,Pteropus,faunulus,Pteropus faunulus,Nicobar Flying Fox,,Unknown,,
Pteropodidae,Pteropus,fundatus,Pteropus fundatus,Banks Flying Fox,,Unknown,,
Pteropodidae,Pteropus,gilliardi,Pteropus gilliardi,Gilliard's Flying Fox,,Unknown,,
Pteropodidae,Pteropus,griseus,Pteropus griseus,Gray Flying Fox,,Unknown,,
Pteropodidae,Pteropus,howensis,Pteropus howensis,Ontong Java Flying Fox,,Unknown,,
Pteropodidae,Pteropus,hypomelanus,Pteropus hypomelanus,Variable Flying Fox,,Unknown,,
Pteropodidae,Pteropus,intermedius,Pteropus intermedius,Andersen's Flying Fox,,Unknown,,
Pteropodidae,Pteropus,keyensis,Pteropus keyensis,Kei Flying Fox,,Unknown,,
Pteropodidae,Pteropus,livingstonii,Pteropus livingstonii,Comoro Flying Fox,,Unknown,,
Pteropodidae,Pteropus,lombocensis,Pteropus lombocensis,Lombok Flying Fox,,Unknown,,
Pteropodidae,Pteropus,lylei,Pteropus lylei,Lyle's Flying Fox,,Unknown,,
Pteropodidae,Pteropus,macrotis,Pteropus macrotis,Big-eared Flying Fox,,Unknown,species in M&K2001 but no mention of mig/nonmig,Menkhorst & Knight 2001
Pteropodidae,Pteropus,mahaganus,Pteropus mahaganus,Sanborn's Flying Fox,,Unknown,,
Pteropodidae,Pteropus,mariannus,Pteropus mariannus,Marianas Flying Fox,,Unknown,,
Pteropodidae,Pteropus,melanopogon,Pteropus melanopogon,Black-bearded Flying Fox,,Unknown,,
Pteropodidae,Pteropus,melanotus,Pteropus melanotus,Black-eared Flying Fox,,Unknown,,
Pteropodidae,Pteropus,molossinus,Pteropus molossinus,Caroline Flying Fox,,Unknown,,
Pteropodidae,Pteropus,neohibernicus,Pteropus neohibernicus,Great Flying Fox,,Unknown,,
Pteropodidae,Pteropus,niger,Pteropus niger,Greater Mascarene Flying Fox,,Unknown,,
Pteropodidae,Pteropus,nitendiensis,Pteropus nitendiensis,Temotu Flying Fox,,Unknown,,
Pteropodidae,Pteropus,ocularis,Pteropus ocularis,Seram Flying Fox,,Unknown,,
Pteropodidae,Pteropus,ornatus,Pteropus ornatus,Ornate Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pelagicus,Pteropus pelagicus,Seaside Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pelewensis,Pteropus pelewensis,Pelew Flying Fox,,Unknown,,
Pteropodidae,Pteropus,personatus,Pteropus personatus,Moluccan Masked Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pilosus,Pteropus pilosus,Large Pelew Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pohlei,Pteropus pohlei,Geelvink Bay Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pselaphon,Pteropus pselaphon,Bonin Flying Fox,,Unknown,,
Pteropodidae,Pteropus,pumilus,Pteropus pumilus,Little Golden-mantled Flying Fox,,Unknown,,
Pteropodidae,Pteropus,rayneri,Pteropus rayneri,Solomons Flying Fox,,Unknown,,
Pteropodidae,Pteropus,rennelli,Pteropus rennelli,Rennell Flying Fox,,Unknown,,
Pteropodidae,Pteropus,rodricensis,Pteropus rodricensis,Rodrigues Flying Fox,,Unknown,,
Pteropodidae,Pteropus,rufus,Pteropus rufus,Malagasy Flying Fox,,Unknown,,
Pteropodidae,Pteropus,samoensis,Pteropus samoensis,Samoan Flying Fox,,Unknown,,
Pteropodidae,Pteropus,seychellensis,Pteropus seychellensis,Seychelles Flying Fox,,Unknown,,
Pteropodidae,Pteropus,speciosus,Pteropus speciosus,Philippine Gray Flying Fox,,Unknown,,
Pteropodidae,Pteropus,subniger,Pteropus subniger,Dark Flying Fox,,Unknown,,
Pteropodidae,Pteropus,temminckii,Pteropus temminckii,Temminck's Flying Fox,,Unknown,,
Pteropodidae,Pteropus,tokudae,Pteropus tokudae,Guam Flying Fox,,Unknown,,
Pteropodidae,Pteropus,tonganus,Pteropus tonganus,Pacific Flying Fox,,Unknown,,
Pteropodidae,Pteropus,tuberculatus,Pteropus tuberculatus,Vanikoro Flying Fox,,Unknown,,
Pteropodidae,Pteropus,ualanus,Pteropus ualanus,Kosrae Flying Fox,,Unknown,,
Pteropodidae,Pteropus,vetulus,Pteropus vetulus,New Caledonian Flying Fox,,Unknown,,
Pteropodidae,Pteropus,voeltzkowi,Pteropus voeltzkowi,Pemba Flying Fox,,Unknown,,
Pteropodidae,Pteropus,woodfordi,Pteropus woodfordi,Dwarf Flying Fox,,Unknown,,
Pteropodidae,Rousettus,linduensis,Rousettus linduensis,Linduan Rousette,,Unknown,,
Pteropodidae,Rousettus,madagascariensis,Rousettus madagascariensis,Malagasy Rousette,,Nonmigratory,NM,Burns & Broder 2014
Pteropodidae,Rousettus,obliviosus,Rousettus obliviosus,Comoro Rousette,,Unknown,,
Pteropodidae,Rousettus,spinalatus,Rousettus spinalatus,Bare-backed Rousette,,Unknown,,
Pteropodidae,Scotonycteris,bergmansi,Scotonycteris bergmansi,Bergmans' Fruit Bat,,Unknown,,
Pteropodidae,Scotonycteris,occidentalis,Scotonycteris occidentalis,Hayman's Tear-drop Fruit Bat,,Unknown,,
Pteropodidae,Sphaerias,blanfordi,Sphaerias blanfordi,Blanford's Fruit Bat,,Unknown,,
Pteropodidae,Styloctenium,mindorensis,Styloctenium mindorensis,Mindoro Stripe-faced Fruit Bat,,Unknown,,
Pteropodidae,Styloctenium,wallacei,Styloctenium wallacei,Stripe-faced Fruit Bat,,Unknown,,
Pteropodidae,Syconycteris,carolinae,Syconycteris carolinae,Halmaheran Blossom Bat,,Unknown,,
Pteropodidae,Syconycteris,hobbit,Syconycteris hobbit,Moss-forest Blossom Bat,,Unknown,,
Pteropodidae,Thoopterus,nigrescens,Thoopterus nigrescens,Swift Fruit Bat,,Nonmigratory,NM,Burns & Broder 2014
Pteropodidae,Thoopterus,suhaniahae,Thoopterus suhaniahae,Suhaniah&apos;s Fruit Bat,,Unknown,,
Rhinolophidae,Rhinolophus,achilles,Rhinolophus achilles,Queensland Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,acuminatus,Rhinolophus acuminatus,Accuminate Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,adami,Rhinolophus adami,Adam's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,alticolus,Rhinolophus alticolus,Cameroon Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,andamanensis,Rhinolophus andamanensis,Cryptic Andaman Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,beddomei,Rhinolophus beddomei,Bedomme's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,belligerator,Rhinolophus belligerator,Belligerent Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,bocharicus,Rhinolophus bocharicus,Central Asian Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,borneensis,Rhinolophus borneensis,Bornean Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,canuti,Rhinolophus canuti,Canut's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,capensis,Rhinolophus capensis,Cape Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,celebensis,Rhinolophus celebensis,Sulawesi Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,chaseni,Rhinolophus chaseni,Chasen's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,chiewkweeae,Rhinolophus chiewkweeae,Chiew Kwee&apos;s Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,chutamasae,Rhinolophus chutamasae,Mountain Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,coelophyllus,Rhinolophus coelophyllus,Croslet Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,cognatus,Rhinolophus cognatus,Andaman Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,cohenae,Rhinolophus cohenae,Cohen's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,convexus,Rhinolophus convexus,Convex Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,cornutus,Rhinolophus cornutus,Little Japanese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,creaghi,Rhinolophus creaghi,Creagh's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,damarensis,Rhinolophus damarensis,Damara Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,darlingi,Rhinolophus darlingi,Darling's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,deckenii,Rhinolophus deckenii,Decken's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,denti,Rhinolophus denti,Dent's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,episcopus,Rhinolophus episcopus,Guardian Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,euryotis,Rhinolophus euryotis,Broad-eared Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,foetidus,Rhinolophus foetidus,Andersen's Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,formosae,Rhinolophus formosae,Formosan Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,francisi,Rhinolophus francisi,Francis' Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,guineensis,Rhinolophus guineensis,Guinean Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,hilli,Rhinolophus hilli,Hill's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,hillorum,Rhinolophus hillorum,Upland Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,hirsutus,Rhinolophus hirsutus,Hairy Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,horaceki,Rhinolophus horaceki,Hor&aacute;&ccaron;ek's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,imaizumii,Rhinolophus imaizumii,Imaizumi's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,inops,Rhinolophus inops,Philippine Forest Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,keyensis,Rhinolophus keyensis,Kai Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,lobatus,Rhinolophus lobatus,Lobed Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,luctoides,Rhinolophus luctoides,Luctus-like Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,luctus,Rhinolophus luctus,Greater Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,mabuensis,Rhinolophus mabuensis,Mount Mabu Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,maclaudi,Rhinolophus maclaudi,Maclaud's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,macrotis,Rhinolophus macrotis,Big-eared Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,madurensis,Rhinolophus madurensis,Madura Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,maendeleo,Rhinolophus maendeleo,Maendeleo Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,marshalli,Rhinolophus marshalli,Marshall's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,mcintyrei,Rhinolophus mcintyrei,McIntyre's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,microglobosus,Rhinolophus microglobosus,Indo-Chinese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,midas,Rhinolophus midas,Midas' Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,mitratus,Rhinolophus mitratus,Mitred Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,montanus,Rhinolophus montanus,Timorese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,morio,Rhinolophus morio,Jester's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,mossambicus,Rhinolophus mossambicus,Mozambican Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,namuli,Rhinolophus namuli,Namuli Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,nereis,Rhinolophus nereis,Anamban Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,nippon,Rhinolophus nippon,Greater Japanese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,osgoodi,Rhinolophus osgoodi,Osgood's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,perditus,Rhinolophus perditus,Yaeyama Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,perniger,Rhinolophus perniger,Northern Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,proconsulis,Rhinolophus proconsulis,Proconsul's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,pumilus,Rhinolophus pumilus,Little Okinawan Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,refulgens,Rhinolophus refulgens,Glossy Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,rex,Rhinolophus rex,King Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,Peninsular Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,rouxii,Rhinolophus rouxii,Rufous Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,rufus,Rhinolophus rufus,Large Rufous Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,Ruwenzori Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,sakejiensis,Rhinolophus sakejiensis,Sakeji Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,Lesser Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,septentrionalis,Rhinolophus septentrionalis,Northern Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,shameli,Rhinolophus shameli,Shamel's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,shortridgei,Rhinolophus shortridgei,Shortridge's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,siamensis,Rhinolophus siamensis,Northern Thai Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,silvestris,Rhinolophus silvestris,Forest Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,sinicus,Rhinolophus sinicus,Chinese Rufous Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,smithersi,Rhinolophus smithersi,Smithers' Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,subbadius,Rhinolophus subbadius,Little Nepalese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,tatar,Rhinolophus tatar,Tatar Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,thailandensis,Rhinolophus thailandensis,Thai Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,thomasi,Rhinolophus thomasi,Thomas's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,virgo,Rhinolophus virgo,Yellow-faced Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,willardi,Rhinolophus willardi,Willard's Horsehoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,xinanzhongguoensis,Rhinolophus xinanzhongguoensis,Southwestern-Chinese Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,yonghoiseni,Rhinolophus yonghoiseni,Yong Hoi Sen's Woolly Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,yunanensis,Rhinolophus yunanensis,Dobson's Horseshoe Bat,,Unknown,,
Rhinolophidae,Rhinolophus,ziama,Rhinolophus ziama,Ziama Horseshoe Bat,,Unknown,,
Rhinonycteridae,Cloeotis,percivali,Cloeotis percivali,Percival's Short-eared Trident Bat,,Unknown,,
Rhinonycteridae,Paratriaenops,auritus,Paratriaenops auritus,Grandidier's Trident Bat,,Unknown,,
Rhinonycteridae,Paratriaenops,furcula,Paratriaenops furcula,Trouessart's Trident Bat,,Unknown,,
